name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Volkswagen Vento Diesel,2012,335000,100000,Diesel,Individual,Manual,0
Hyundai Xcent 1.1,2015,320000,90000,Diesel,Individual,Manual,1
Ford Figo Diesel,2011,135000,120000,Diesel,Individual,Manual,1
Maruti A-Star Vxi,2009,175000,95000,Petrol,Individual,Manual,1
Mahindra Bolero 2011-2019,2017,800000,35000,Diesel,Individual,Manual,0
Tata Indica GLS,2007,78000,38000,Petrol,Individual,Manual,1
Honda City i,2014,565000,56000,Petrol,Individual,Manual,1
Hyundai i20 2015-2017,2017,575000,50000,Diesel,Individual,Manual,0
Hyundai EON Era,2014,170000,70000,Petrol,Individual,Manual,1
Maruti Alto 800,2014,250999,30000,Petrol,Individual,Manual,0
Mahindra XUV500 W10,2015,950000,188000,Diesel,Individual,Manual,0
Honda City i,2014,650000,60000,Petrol,Individual,Manual,0
Tata Safari Storme,2013,550000,133000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2010,650000,160000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2013,800000,150000,Diesel,Individual,Manual,1
Maruti Alto 800,2020,250999,30000,Petrol,Individual,Manual,0
Maruti Alto 800,2013,170000,60000,Petrol,Individual,Manual,1
Tata Indigo CS,2013,250000,30000,Diesel,Individual,Manual,0
Chevrolet Enjoy Petrol,2014,312000,80000,Petrol,Individual,Manual,0
Maruti Alto 800,2014,250000,20000,Petrol,Individual,Manual,0
Hyundai EON Magna,2013,200000,80000,Petrol,Individual,Manual,0
Mahindra Scorpio S2,2016,670000,73000,Diesel,Individual,Manual,0
Hyundai EON D,2017,270000,50000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2012,360000,200000,Diesel,Individual,Manual,0
Maruti Swift VDI,2018,630000,46000,Diesel,Individual,Manual,0
Maruti 800 EX,2003,55599,36088,Petrol,Individual,Manual,0
Mahindra Supro LX,2018,400000,50000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2014,420000,50000,Diesel,Individual,Manual,0
Maruti Ciaz 1.4,2018,764000,25000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2019,710000,30000,Diesel,Individual,Manual,0
Tata Hexa XT,2018,1575000,30000,Diesel,Individual,Manual,0
Force One SX,2018,1050000,13000,Diesel,Individual,Manual,0
Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,0
Maruti SX4 S,2017,650000,44000,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2015,600000,63000,Diesel,Individual,Manual,0
Mahindra TUV 300,2016,509999,110000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2017,610000,14000,Petrol,Individual,Manual,0
Maruti Alto 800,2017,310000,35000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2016,720000,35000,Diesel,Individual,Manual,0
Tata Indigo eCS,2012,158000,110000,Diesel,Individual,Manual,1
Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,1
Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,0
Honda Amaze VX,2013,484999,50000,Diesel,Individual,Manual,0
Toyota Etios Liva,2012,315000,100000,Diesel,Individual,Manual,0
Hyundai Xcent 1.1,2016,550000,35000,Diesel,Individual,Manual,0
Maruti Swift ZXI,2012,280000,70000,Petrol,Individual,Manual,1
Ford Classic 1.6,2013,350000,90000,Petrol,Individual,Manual,0
Mahindra XUV500 W10,2017,1150000,42000,Diesel,Individual,Manual,1
Hyundai Grand i10,2016,420000,30000,Petrol,Individual,Manual,1
Maruti Ciaz 1.4,2017,810000,80000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2011,290000,90000,Petrol,Individual,Manual,2
Chevrolet Beat LT,2012,180000,60000,Petrol,Individual,Manual,0
Maruti Eeco 5,2010,160000,162000,Petrol,Individual,Manual,0
Tata Nano XE,2017,66000,70000,Petrol,Individual,Manual,2
Maruti Wagon R,2015,369000,20000,Petrol,Individual,Manual,1
Tata New Safari,2012,300000,80000,Diesel,Individual,Manual,1
Mahindra Bolero PLUS,2008,350000,90000,Diesel,Individual,Manual,0
Hyundai i10 Asta,2008,220000,120000,Petrol,Individual,Automatic,1
Chevrolet Tavera B3,2005,160000,220000,Diesel,Individual,Manual,0
Maruti Swift Ldi,2009,221000,100000,Diesel,Individual,Manual,1
Tata Zest Revotron,2017,400000,35000,Petrol,Individual,Manual,0
Toyota Camry V4,2004,250000,120000,Petrol,Individual,Manual,1
Mahindra Bolero DI,2011,390000,120000,Diesel,Individual,Manual,3
Maruti Eeco 5,2012,190000,110000,Petrol,Individual,Manual,0
Renault KWID RXT,2017,300000,60000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2017,750000,27000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2016,650000,50000,Diesel,Individual,Manual,0
Honda Amaze i-VTEC,2018,635000,40000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2013,520000,88000,Diesel,Individual,Manual,1
Mahindra Scorpio S11,2020,1500000,50000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2012,415000,80000,Diesel,Individual,Manual,1
Hyundai Elite i20,2019,700000,60000,Diesel,Individual,Manual,0
Maruti Swift LXI,2017,484999,26000,Petrol,Individual,Manual,1
Ford Fiesta 1.4,2007,120000,80000,Petrol,Individual,Manual,1
Hyundai EON Era,2014,220000,60000,Petrol,Individual,Manual,1
Hyundai i10 Magna,2014,320000,80000,Petrol,Individual,Manual,1
Maruti Swift VDI,2011,375000,90000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2012,440000,80000,Diesel,Individual,Manual,1
Hyundai Grand i10,2019,550000,15000,Petrol,Individual,Automatic,0
Maruti Swift ZDI,2017,640000,35000,Diesel,Individual,Manual,1
Toyota Etios GD,2014,420000,120000,Diesel,Individual,Manual,0
Hyundai Grand i10,2016,330000,63000,Diesel,Individual,Manual,2
Volkswagen Ameo 1.5,2019,800000,25000,Diesel,Individual,Manual,0
Maruti Wagon R,2011,240000,64500,Petrol,Individual,Manual,0
Mahindra KUV 100,2016,360000,100000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2017,750000,40000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2017,570000,15000,Petrol,Individual,Manual,1
Toyota Etios Liva,2015,450000,25000,Diesel,Individual,Manual,0
Maruti Ritz LXi,2016,270000,82000,Petrol,Individual,Manual,2
Maruti Ertiga VDI,2012,459999,87000,Diesel,Individual,Manual,0
Maruti Alto K10,2015,240000,80000,Petrol,Individual,Manual,1
Renault Duster 110PS,2012,320000,110000,Diesel,Individual,Manual,2
Tata Manza Aura,2011,149000,148000,Diesel,Individual,Manual,1
Mahindra Scorpio S11,2018,1500000,40000,Diesel,Individual,Manual,0
Hyundai Accent Executive,2011,180000,70000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2012,185000,70000,LPG,Individual,Manual,1
Maruti 800 AC,2008,65000,40000,Petrol,Individual,Manual,1
Tata Indigo LX,2010,130000,120000,Diesel,Individual,Manual,0
Ford Fiesta Classic,2012,330000,60000,Diesel,Individual,Manual,0
Tata Manza Aura,2011,190000,90000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2014,501000,68000,Diesel,Dealer,Manual,0
Honda Amaze S,2017,600000,24500,Diesel,Dealer,Manual,0
Mahindra XUV500 W8,2012,570000,77000,Diesel,Dealer,Manual,1
Honda Amaze VX,2015,450000,85000,Diesel,Dealer,Manual,0
Toyota Etios 1.5,2011,285000,45500,Petrol,Dealer,Manual,0
Maruti Swift VDI,2014,490000,67000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2014,500000,77000,Diesel,Dealer,Manual,0
Hyundai EON Magna,2016,275000,47000,Petrol,Dealer,Manual,0
Tata Tiago XT,2017,440000,57000,Petrol,Dealer,Manual,0
Hyundai i20 1.4,2018,825000,71500,Diesel,Dealer,Manual,0
Toyota Etios Liva,2012,411000,110000,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2013,470000,82000,Diesel,Dealer,Manual,1
Maruti Swift VDI,2013,445000,70000,Diesel,Dealer,Manual,1
Maruti Baleno Zeta,2017,752000,28000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5,2016,650000,125000,Diesel,Dealer,Manual,1
Maruti Swift VDI,2013,450000,67000,Diesel,Dealer,Manual,1
Honda City 1.5,2011,350000,93500,Petrol,Dealer,Manual,2
Maruti Swift VVT,2012,511000,8500,Petrol,Dealer,Manual,0
Maruti Baleno Zeta,2016,700000,80000,Diesel,Dealer,Manual,0
Toyota Innova Crysta,2016,1800000,30000,Diesel,Individual,Automatic,0
Ford Figo Aspire,2018,550000,14200,Petrol,Individual,Manual,0
Ford Fiesta 1.4,2007,142000,97000,Petrol,Individual,Manual,0
Tata New Safari,2012,725000,90000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2017,630000,30000,Petrol,Individual,Manual,0
Hyundai i20 Sportz,2015,480000,50000,Petrol,Individual,Manual,0
Maruti Alto K10,2016,330000,30000,Petrol,Individual,Manual,0
Maruti Gypsy King,2017,500000,20000,Petrol,Individual,Manual,0
Volkswagen Polo Diesel,2012,300000,60300,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2015,400000,35000,Diesel,Individual,Manual,0
Tata Safari DICOR,2011,320000,80000,Diesel,Individual,Manual,0
Hyundai i10 Magna,2008,180000,44391,Petrol,Individual,Manual,1
Maruti Baleno Sigma,2016,530000,58000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2015,600000,40000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS,2017,780000,66000,Diesel,Individual,Manual,1
Honda City i,2016,700000,110000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel,2013,175000,56315,Diesel,Individual,Manual,0
Mahindra Bolero Power,2017,735000,70000,Diesel,Individual,Manual,0
Toyota Etios Liva,2013,325000,120000,Diesel,Individual,Manual,0
Chevrolet Tavera LS,2006,225000,100000,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2015,350000,90000,Diesel,Individual,Manual,1
Maruti Wagon R,2006,110000,120000,LPG,Individual,Manual,2
Maruti Zen Estilo,2007,85000,160000,Petrol,Individual,Manual,3
Toyota Corolla AE,2006,150000,100000,Petrol,Individual,Manual,3
Maruti Swift Dzire,2009,225000,120000,Diesel,Individual,Manual,2
Tata Indica Vista,2010,111000,100000,Diesel,Individual,Manual,1
Maruti Wagon R,2007,150000,70000,Petrol,Individual,Manual,2
Hyundai EON Era,2017,300000,15151,Petrol,Individual,Manual,1
Mahindra Scorpio 1.99,2015,630000,60000,Diesel,Individual,Manual,0
Hyundai i10 Era,2011,206000,100000,Petrol,Individual,Manual,0
Maruti Wagon R,2006,70000,110000,Petrol,Individual,Manual,3
Hyundai Grand i10,2019,567000,7000,Petrol,Individual,Automatic,0
Maruti Wagon R,2005,65000,35000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,550000,60000,Diesel,Individual,Manual,1
Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,3
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2013,500000,70000,Petrol,Individual,Manual,1
Hyundai Grand i10,2015,400000,128000,Petrol,Individual,Manual,0
Maruti Swift VDI,2011,340000,160000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2012,850000,120000,Diesel,Individual,Manual,1
Maruti Swift VDI,2014,570000,15000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,699000,60000,Diesel,Individual,Manual,0
Honda Brio Exclusive,2013,355000,80000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,690000,80000,Diesel,Individual,Manual,0
Ford Fiesta 1.4,2006,180000,114321,Diesel,Individual,Manual,1
Tata Indica Vista,2013,200000,120000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX,2012,575000,120000,Diesel,Individual,Manual,1
Toyota Etios Liva,2014,415000,146000,Diesel,Individual,Manual,0
Hyundai i10 Magna,2012,350000,30000,LPG,Individual,Manual,0
Hyundai EON D,2017,350000,20000,Petrol,Individual,Manual,0
Toyota Platinum Etios,2017,632000,150000,Diesel,Individual,Manual,0
Maruti Eeco CNG,2014,325000,70000,CNG,Individual,Manual,1
Hyundai Elantra SX,2013,511000,90000,Petrol,Individual,Manual,1
Honda City 1.5,2010,300000,100000,Petrol,Individual,Manual,2
Maruti Wagon R,2005,70000,188000,Petrol,Individual,Manual,3
Hyundai i10 Sportz,2008,180000,100000,Petrol,Individual,Manual,2
Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,0
Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,0
Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,1
Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,0
Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,0
Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,0
Hyundai i20 1.2,2017,730000,37333,Petrol,Individual,Manual,0
Maruti Ertiga VDI,2014,450000,15000,Diesel,Individual,Manual,1
Hyundai Sonata 2.4,2012,550000,330000,Petrol,Individual,Manual,1
Maruti Wagon R,2017,420000,60000,CNG,Individual,Manual,0
Toyota Etios GD,2016,509999,80000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2015,905000,110000,Diesel,Individual,Manual,0
Maruti Swift VDI,2010,240000,134000,Diesel,Individual,Manual,1
Maruti Alto LX,2011,140000,72000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2006,300000,140000,Diesel,Individual,Manual,1
Maruti Ritz LXi,2015,300000,80000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2010,225000,120000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2015,860000,90000,Diesel,Individual,Manual,1
Renault Duster 85PS,2012,400000,100000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2009,190000,90000,Petrol,Individual,Manual,2
Honda Amaze VX,2013,350000,140000,Diesel,Individual,Manual,2
Chevrolet Spark 1.0,2010,75000,120000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2019,860000,35000,Diesel,Individual,Automatic,0
Maruti Alto K10,2014,250000,50000,Petrol,Individual,Manual,1
Hyundai Verna 1.4,2017,700000,82000,Diesel,Individual,Manual,0
Maruti Swift VDI,2014,399000,70000,Diesel,Individual,Manual,2
Maruti Ritz LXi,2016,320000,90000,Petrol,Individual,Manual,0
Toyota Fortuner 4x2,2015,2000000,60000,Diesel,Individual,Automatic,0
Skoda Octavia Ambition,2014,1100000,79000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2011,750000,291000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2010,750000,250000,Diesel,Individual,Manual,1
Mahindra Bolero 2011-2019,2018,530000,20000,Diesel,Individual,Manual,0
Maruti Ciaz ZDi,2017,750000,53000,Diesel,Individual,Manual,0
Nissan Micra XV,2017,560000,21500,Petrol,Individual,Automatic,0
Tata Tiago 1.05,2017,450000,89000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2013,459999,35000,Petrol,Individual,Manual,1
Maruti Zen Estilo,2013,235000,43000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2009,180000,80000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2007,140000,80000,Petrol,Individual,Manual,1
Hyundai i20 Asta,2014,620000,110000,Diesel,Individual,Manual,0
Hyundai EON Era,2012,190000,100000,Petrol,Individual,Manual,0
Hyundai EON Sportz,2018,380000,25000,Petrol,Individual,Manual,0
Ford EcoSport S,2019,1145000,20000,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2017,540000,70000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2011,800000,197000,Diesel,Individual,Manual,0
Maruti Wagon R,2006,150000,100000,Petrol,Individual,Manual,1
Maruti 800 Std,1995,55000,70000,Petrol,Individual,Manual,0
Mahindra XUV500 W10,2015,919999,140000,Diesel,Individual,Manual,0
Maruti Esteem LX,2008,75000,86000,Petrol,Individual,Manual,1
Maruti Alto LXi,2009,135000,50000,Petrol,Individual,Manual,0
Tata Tiago 1.2,2017,340000,40300,Petrol,Individual,Manual,0
Toyota Innova 2.5,2010,525000,120000,Diesel,Individual,Manual,1
Maruti Celerio VXI,2016,411000,25000,Petrol,Individual,Manual,1
Maruti Wagon R,2010,150000,155000,Petrol,Individual,Manual,2
Honda Jazz 1.2,2015,575000,50000,Petrol,Individual,Automatic,0
Hyundai i20 Asta,2017,595000,30030,Petrol,Dealer,Manual,0
Hyundai Xcent 1.2,2017,525000,29029,Petrol,Dealer,Manual,0
Maruti Ritz VDi,2012,335000,72072,Diesel,Dealer,Manual,0
Ford Figo Diesel,2012,300000,54000,Diesel,Individual,Manual,0
Hyundai i20 2015-2017,2012,415000,82082,Diesel,Dealer,Manual,0
Mahindra XUV500 W8,2016,925000,48000,Diesel,Individual,Manual,1
Maruti Ertiga BSIV,2016,750000,20000,Petrol,Individual,Manual,0
Hyundai Verna CRDi,2018,1150000,49000,Diesel,Individual,Automatic,0
Datsun GO Plus,2015,260000,35000,Petrol,Individual,Manual,2
Maruti Alto 800,2017,260000,67000,CNG,Individual,Manual,0
Maruti Swift Dzire,2011,347000,80600,Diesel,Individual,Manual,0
Hyundai EON Magna,2013,195000,58609,Petrol,Individual,Manual,1
Fiat Punto Pure,2016,265000,33003,Petrol,Individual,Manual,0
Maruti Wagon R,2016,320000,43000,CNG,Individual,Manual,1
Hyundai i20 Magna,2016,590000,16500,Petrol,Individual,Manual,0
Toyota Innova 2.5,2012,650000,138000,Diesel,Individual,Manual,1
Mahindra Scorpio 2009-2014,2013,509999,165500,Diesel,Individual,Manual,1
Maruti Swift Dzire,2011,350000,120000,Diesel,Individual,Manual,1
Tata Nexon 1.5,2018,749000,30000,Diesel,Individual,Manual,0
Tata Indigo CS,2010,150000,70000,Diesel,Individual,Manual,1
Hyundai Santro LE,2001,33983,80000,Petrol,Individual,Manual,1
Maruti Zen LX,2003,58000,170000,Petrol,Individual,Manual,2
Mahindra Verito 1.5,2011,200000,120000,Diesel,Individual,Manual,2
Mahindra Jeep MM,1998,210000,47990,Diesel,Individual,Manual,1
Tata Indica Vista,2014,240000,168000,Diesel,Individual,Manual,1
Honda Amaze E,2017,515000,60000,Diesel,Individual,Manual,1
Maruti Alto LXi,2008,145000,120000,Petrol,Individual,Manual,1
Maruti Wagon R,2016,450000,5800,Petrol,Individual,Manual,1
Maruti A-Star Lxi,2010,179000,68700,Petrol,Individual,Manual,2
Hyundai Verna Xi,2007,220000,108000,Petrol,Individual,Manual,2
Tata Zest Revotron,2020,500000,40000,Petrol,Individual,Manual,0
Ford Fiesta Classic,2009,190000,100000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2015,200000,40000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2018,850000,90000,Petrol,Individual,Manual,0
Volkswagen Polo Petrol,2011,270000,60000,Petrol,Individual,Manual,1
Hyundai EON Magna,2016,335000,17000,Petrol,Individual,Manual,0
Maruti Wagon R,2018,459999,5000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2017,710000,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2015,330000,140000,Diesel,Individual,Manual,1
Jeep Compass 2.0,2017,1515000,15000,Diesel,Individual,Manual,0
Tata Nexon 1.2,2018,750000,25000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0,2016,160000,50000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel,2016,215000,60000,Diesel,Individual,Manual,1
Tata Nano Cx,2012,60000,40000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2014,480000,72000,Petrol,Individual,Manual,0
Tata Manza Aqua,2012,140000,195000,Diesel,Individual,Manual,1
Hyundai EON D,2012,200000,70000,Petrol,Individual,Manual,0
Nissan Micra Diesel,2013,400000,83000,Diesel,Individual,Manual,0
Hyundai EON Era,2012,180000,100000,Petrol,Individual,Manual,1
Maruti Swift VXI,2015,550000,25000,Petrol,Individual,Manual,0
Maruti Swift VDI,2016,550000,50000,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2012,550000,67000,Diesel,Individual,Manual,0
Maruti Zen Estilo,2011,270000,30000,Petrol,Individual,Manual,0
Renault Pulse RxL,2013,315000,85000,Diesel,Individual,Manual,0
Mahindra Thar CRDe,2018,875000,25000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2007,400000,170000,Diesel,Individual,Manual,0
Mahindra Scorpio EX,2014,540000,110000,Diesel,Individual,Manual,0
Maruti Wagon R,2017,350000,60000,CNG,Individual,Manual,0
Hyundai Verna 1.6,2011,360000,80000,Diesel,Individual,Manual,1
Maruti Wagon R,2014,300000,31000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,350000,100000,Diesel,Individual,Manual,0
Mahindra NuvoSport N8,2016,650000,130000,Diesel,Individual,Manual,0
Maruti Wagon R,2016,350000,20000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2017,700000,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2013,415000,102996,Diesel,Individual,Manual,1
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,0
Tata Nexon 1.5,2017,830000,35000,Diesel,Individual,Manual,0
Datsun GO T,2018,430000,5000,Petrol,Individual,Manual,1
Ford EcoSport 1.5,2017,850000,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,650000,70000,Petrol,Individual,Manual,0
Hyundai Verna CRDi,2008,120000,120000,Diesel,Individual,Manual,1
Mahindra TUV 300,2016,730000,65100,Diesel,Individual,Manual,1
Maruti Ignis 1.2,2019,525000,20000,Petrol,Individual,Automatic,0
Hyundai i20 Active,2015,600000,108000,Diesel,Individual,Manual,0
Maruti Swift LXI,2019,500000,15000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2009,150000,77000,Petrol,Individual,Manual,0
Maruti Wagon R,2015,409999,18500,Petrol,Individual,Manual,0
Mahindra TUV 300,2016,625000,120000,Diesel,Individual,Manual,0
Renault KWID RXT,2015,290000,15200,Petrol,Individual,Manual,0
Honda Mobilio V,2015,500000,35000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2011,475000,80000,Diesel,Individual,Manual,0
Hyundai EON Era,2013,190000,70000,Petrol,Individual,Manual,0
Mahindra XUV500 W6,2014,750000,80000,Diesel,Individual,Manual,1
Nissan Terrano XV,2014,525000,120000,Diesel,Individual,Manual,1
Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Individual,Manual,2
Hyundai i20 Sportz,2015,550000,60000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2012,595000,129000,Diesel,Individual,Manual,2
Fiat Grande Punto,2015,550000,67000,Diesel,Individual,Manual,0
Toyota Fortuner 2.5,2015,2000000,120000,Diesel,Individual,Manual,0
Tata Safari DICOR,2010,400000,120000,Diesel,Individual,Manual,3
Fiat Avventura Power,2015,500000,96500,Diesel,Individual,Manual,0
Maruti Wagon R,2017,340000,52412,Petrol,Dealer,Manual,0
Mahindra Scorpio SLE,2012,480000,85472,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2013,480000,87452,Diesel,Dealer,Manual,1
Ford EcoSport 1.5,2018,750000,17000,Diesel,Individual,Manual,0
Maruti Wagon R,2008,100000,66530,Petrol,Individual,Manual,1
Hyundai i20 Magna,2013,290000,40000,Petrol,Individual,Manual,0
Fiat Avventura Power,2015,425000,96500,Diesel,Individual,Manual,0
Honda City V,2010,285000,79000,Petrol,Individual,Manual,0
Mahindra TUV 300,2016,625000,50000,Diesel,Individual,Manual,0
Fiat Grande Punto,2012,170000,60000,Diesel,Individual,Manual,1
Tata Zest Revotron,2018,459999,35000,Petrol,Individual,Manual,0
Fiat Avventura MULTIJET,2015,450000,120000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2019,650000,10000,Petrol,Individual,Automatic,0
Hyundai i20 Active,2017,600000,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2013,178000,70000,CNG,Individual,Manual,1
Maruti Alto 800,2016,300000,5000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,0
Hyundai Elite i20,2019,590000,10000,Petrol,Individual,Manual,0
Hyundai EON Era,2016,310000,25000,Petrol,Individual,Manual,0
Tata Zest Revotron,2017,400000,53000,Petrol,Individual,Manual,0
Mahindra Scorpio LX,2014,520000,110000,Diesel,Individual,Manual,1
Ashok Leyland Stile,2013,300000,200000,Diesel,Individual,Manual,1
Mahindra XUV300 W8,2019,1000000,22000,Petrol,Individual,Manual,0
Maruti Wagon R,2003,65000,70000,Petrol,Individual,Manual,3
Honda Amaze VX,2015,509999,75000,Diesel,Individual,Manual,1
Maruti Wagon R,2012,221000,70000,Petrol,Individual,Manual,0
Volkswagen Vento 1.6,2014,390000,64000,Petrol,Individual,Manual,2
Maruti Gypsy King,2002,350000,60000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,195000,40000,Petrol,Individual,Manual,0
Audi Q7 3.0,2010,1750000,110000,Diesel,Individual,Automatic,1
Mahindra Scorpio VLX,2013,600000,60000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2015,615000,72000,Diesel,Individual,Manual,0
Hyundai i20 Magna,2013,350000,70000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2012,140000,75000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2017,650000,32331,Diesel,Individual,Manual,1
Hyundai Creta 1.6,2016,1100000,70000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2010,285000,80000,Diesel,Individual,Manual,1
Chevrolet Spark 1.0,2011,190000,20000,Petrol,Individual,Manual,1
Nissan Sunny XL,2012,350000,110000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,400000,40000,Petrol,Individual,Manual,1
Toyota Innova Crysta,2016,2100000,40000,Petrol,Individual,Automatic,0
Hyundai i20 Sportz,2015,434999,90000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2014,450000,50000,Petrol,Individual,Manual,1
Daewoo Matiz SD,2001,45000,137000,Petrol,Individual,Manual,0
Hyundai i20 Asta,2015,450000,60000,Petrol,Individual,Manual,0
Maruti Swift VDI,2017,580000,30000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2016,900000,98000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS,2016,750000,50000,Diesel,Individual,Manual,0
Tata Indigo CS,2009,140000,120000,Diesel,Individual,Manual,2
Hyundai Grand i10,2017,525000,30000,Petrol,Individual,Manual,0
Tata Indigo CS,2009,114999,120000,Diesel,Individual,Manual,2
Tata Tiago 1.2,2016,399000,40000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2006,150000,100000,Petrol,Individual,Manual,1
Tata Indica V2,2012,275000,90000,Diesel,Individual,Manual,1
